MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS
A03274,21,102000,M,M,249996,1,TYPE-B,74,1,MONTHLY,876877,INFORCE
A03275,27,100000,M,M,650004,1,TYPE-B,50,1,ANNUAL,20188,INFORCE
A03276,57,100000,M,M,600000,1,TYPE-B,38,1,ANNUAL,739200,CANCELLED
A03277,12,100000,M,M,219996,1,TYPE-B,44,1,ANNUAL,445322,INFORCE
A03278,55,120000,M,M,500004,1,TYPE-B,39,2,MONTHLY,229444,CANCELLED
A03279,12,150000,,,,1,TYPE-B,21,3,ANNUAL,508500,INFORCE
A03280,27,100000,M,F,399996,1,TYPE-B,34,2,ANNUAL,921266,INFORCE
A03281,43,1000000,S,M,699996,1,TYPE-B,52,0,SINGLE-PREMIUM,751144,INFORCE
A03282,38,1500000,M,M,116004,1,TYPE-B,57,3,SINGLE-PREMIUM,313888,INFORCE
A03283,27,100000,M,M,219996,5,TYPE-B,40,3,ANNUAL,663766,CANCELLED
A03284,48,250000,M,F,360000,1,TYPE-B,47,3,ANNUAL,857988,INFORCE
A03285,12,150000,M,M,500004,1,TYPE-B,58,1,ANNUAL,200533,INFORCE
A03286,22,100000,M,F,249996,1,TYPE-B,34,2,SEMI-ANNUAL,806111,INFORCE
A03287,74,200000,S,M,,6,TYPE-B,19,0,ANNUAL,731577,INFORCE
A03288,22,200000,M,F,1100004,1,TYPE-B,36,2,ANNUAL,531077,INFORCE
A03289,72,100000,S,F,500004,1,TYPE-B,21,0,ANNUAL,106500,INFORCE
A03290,48,100000,M,M,500004,1,TYPE-B,46,1,ANNUAL,828455,INFORCE
A03291,12,101000,M,M,500004,1,TYPE-B,55,3,ANNUAL,858999,INFORCE
A03292,27,100000,M,F,500004,1,TYPE-B,30,3,ANNUAL,845222,INFORCE
A03293,31,149999,M,M,500004,1,TYPE-B,64,3,ANNUAL,874299,INFORCE
A03294,12,125000,M,F,450000,1,TYPE-B,47,2,ANNUAL,763077,INFORCE
A03295,22,110000,M,M,270000,1,TYPE-B,41,2,ANNUAL,777799,CANCELLED
A03296,40,200000,M,M,399996,1,TYPE-B,55,1,ANNUAL,435688,CANCELLED
A03297,27,100000,M,M,350004,1,TYPE-B,38,1,ANNUAL,873622,INFORCE
A03298,42,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,628844,INFORCE
A03299,27,100000,,,,1,TYPE-B,55,1,ANNUAL,351266,CANCELLED
A03300,12,100000,M,M,360000,1,TYPE-B,54,1,SEMI-ANNUAL,772211,INFORCE
A03301,63,120000,M,M,3000000,1,TYPE-B,30,3,MONTHLY,856733,INFORCE
A03302,35,100000,M,M,999996,1,TYPE-B,59,3,ANNUAL,229388,INFORCE
A03303,37,100000,M,M,1500000,1,TYPE-B,58,3,ANNUAL,864877,INFORCE
A03304,27,100000,M,M,500004,1,TYPE-B,34,1,ANNUAL,841644,CANCELLED
A03305,27,100000,M,M,600000,1,TYPE-B,44,3,ANNUAL,790399,CANCELLED
A03306,18,100000,M,M,,6,TYPE-B,77,1,ANNUAL,20188,CANCELLED
A03307,56,100000,M,M,560004,1,TYPE-B,38,2,ANNUAL,20188,CANCELLED
A03308,38,112484,M,M,1200000,1,TYPE-B,57,1,ANNUAL,832244,INFORCE
A03309,27,100000,S,M,300000,1,TYPE-B,27,0,SEMI-ANNUAL,737311,CANCELLED
A03310,38,100000,M,F,999996,1,TYPE-B,57,2,ANNUAL,739300,CANCELLED
A03311,68,100000,M,M,339996,1,TYPE-B,24,3,ANNUAL,850399,CANCELLED
A03312,60,100000,M,M,378996,1,TYPE-B,35,2,QUARTERLY,605866,INFORCE
A03313,27,100000,M,F,500004,1,TYPE-B,39,3,ANNUAL,879266,INFORCE
A03314,27,100000,,,,1,TYPE-B,81,1,ANNUAL,19733,INFORCE
A03315,27,100000,M,M,600000,1,TYPE-B,27,1,ANNUAL,925411,INFORCE
A03316,60,100000,,,,1,TYPE-B,65,0,ANNUAL,836388,INFORCE
A03317,12,125000,M,M,9000000,1,TYPE-B,63,2,ANNUAL,765499,CANCELLED
A03318,40,100000,M,M,150000,1,TYPE-B,54,1,ANNUAL,709499,INFORCE
A03319,27,100000,M,F,756000,1,TYPE-B,44,2,ANNUAL,872033,INFORCE
A03320,49,100000,,,,1,TYPE-B,72,3,ANNUAL,439155,INFORCE
A03321,27,100000,M,M,320004,5,TYPE-B,27,2,ANNUAL,200533,INFORCE
A03322,12,150000,,,,NA,TYPE-B,44,0,ANNUAL,188899,CANCELLED
A03323,32,120000,M,F,399996,1,TYPE-B,62,3,SEMI-ANNUAL,534911,INFORCE
A03324,42,100000,M,M,399996,1,TYPE-B,53,1,ANNUAL,305777,INFORCE
A03325,12,150000,M,F,699996,1,TYPE-B,44,3,ANNUAL,471022,INFORCE
A03326,12,200000,S,M,999996,1,TYPE-B,29,0,QUARTERLY,674211,CANCELLED
A03327,53,100000,M,F,300000,1,TYPE-B,42,1,ANNUAL,543177,CANCELLED
A03328,65,100000,M,F,500004,1,TYPE-B,27,2,ANNUAL,735522,CANCELLED
A03329,27,100000,M,M,300000,5,TYPE-B,50,2,ANNUAL,637022,INFORCE
A03330,30,100000,M,M,,6,TYPE-B,64,1,ANNUAL,927333,INFORCE
A03331,27,375000,M,M,3000000,1,TYPE-B,39,1,ANNUAL,742477,INFORCE
A03332,27,375000,M,M,3000000,1,TYPE-B,39,3,ANNUAL,742477,INFORCE
A03333,59,100000,M,M,500004,1,TYPE-B,35,3,ANNUAL,925899,INFORCE
A03334,31,100002,M,M,,6,TYPE-B,64,2,ANNUAL,504511,INFORCE
A03335,71,100000,,,,1,TYPE-B,79,0,SEMI-ANNUAL,233977,INFORCE
A03336,31,100000,M,M,300000,1,TYPE-B,63,1,ANNUAL,876866,INFORCE
A03337,36,100000,M,F,,4,TYPE-B,58,1,ANNUAL,383755,INFORCE
A03338,12,100000,M,M,399996,1,TYPE-B,56,2,ANNUAL,688155,INFORCE
A03339,22,120000.96,M,M,900000,1,TYPE-B,43,2,MONTHLY,15044,CANCELLED
A03340,12,120000.96,S,F,900000,1,TYPE-B,40,0,MONTHLY,836722,INFORCE
A03341,26,100000,M,M,341508,1,TYPE-B,69,2,ANNUAL,815399,INFORCE
A03342,12,100000,M,M,1100004,1,TYPE-B,45,3,ANNUAL,570800,INFORCE
A03343,17,300000,M,M,999996,5,TYPE-B,48,1,ANNUAL,413311,INFORCE
A03344,48,100000,M,F,600000,1,TYPE-B,46,1,ANNUAL,781722,INFORCE
A03345,38,100000,M,M,350004,1,TYPE-B,57,2,ANNUAL,200533,INFORCE
A03346,28,100000,,,,6,TYPE-B,68,2,ANNUAL,183611,INFORCE
A03347,12,150000,M,M,350004,5,TYPE-B,53,3,ANNUAL,914744,INFORCE
A03348,41,100000,M,M,999996,1,TYPE-B,54,3,ANNUAL,471366,INFORCE
A03349,27,200000,,,,6,TYPE-B,60,0,SEMI-ANNUAL,309877,INFORCE
A03350,27,204001.56,M,M,999996,1,TYPE-B,48,2,MONTHLY,200533,INFORCE
A03351,12,199998,M,M,399996,1,TYPE-B,33,2,SEMI-ANNUAL,914299,INFORCE
A03352,72,120000,S,F,99996,1,TYPE-B,21,0,QUARTERLY,856733,INFORCE
A03353,27,100000,S,M,150000,1,TYPE-B,24,0,ANNUAL,873622,INFORCE
A03354,22,100000,M,M,999996,1,TYPE-B,44,2,ANNUAL,194633,CANCELLED
A03355,27,100000,M,M,300000,1,TYPE-B,30,3,ANNUAL,879766,INFORCE
A03356,35,100000,M,M,350004,NA,TYPE-B,59,3,ANNUAL,742855,CANCELLED
A03357,27,240001.92,M,M,,6,TYPE-B,55,3,MONTHLY,769088,CANCELLED
A03358,34,100000,M,M,300000,1,TYPE-B,61,3,ANNUAL,188211,CANCELLED
A03359,9,120000.96,M,M,500004,1,TYPE-B,33,1,MONTHLY,876877,INFORCE
A03360,17,100000,M,M,1800000,1,TYPE-B,35,1,QUARTERLY,923644,INFORCE
A03361,45,100000,M,M,350004,1,TYPE-B,50,2,ANNUAL,739299,INFORCE
A03362,27,100000,M,M,500004,1,TYPE-B,46,1,ANNUAL,828633,INFORCE
A03363,9,125000,M,M,1500000,1,TYPE-B,36,3,ANNUAL,922388,INFORCE
A03364,27,120000,M,M,300000,5,TYPE-B,27,3,ANNUAL,857999,CANCELLED
A03365,27,120000,M,M,320004,1,TYPE-B,28,3,ANNUAL,857999,CANCELLED
A03366,36,240000,M,F,,4,TYPE-B,59,2,MONTHLY,343344,INFORCE
A03367,56,300000,M,M,579996,1,TYPE-B,39,3,MONTHLY,878022,CANCELLED
A03368,26,100000,M,M,480000,1,TYPE-B,69,3,ANNUAL,453433,INFORCE
A03369,27,125000,S,M,1152396,5,TYPE-B,38,0,ANNUAL,828633,INFORCE
A03370,59,100000,M,M,399996,1,TYPE-B,36,1,ANNUAL,200533,CANCELLED
A03371,31,100000,M,F,,4,TYPE-B,63,1,QUARTERLY,348355,CANCELLED
A03372,17,250000,M,M,2000004,1,TYPE-B,51,2,ANNUAL,413311,INFORCE
A03373,12,100000,,,,4,TYPE-B,53,0,ANNUAL,921144,INFORCE
A03374,49,100000,M,M,500004,1,TYPE-B,46,2,ANNUAL,716111,INFORCE
A03375,12,100000,M,M,300000,1,TYPE-B,43,3,SEMI-ANNUAL,293011,CANCELLED
A03376,12,100000,M,M,2000004,1,TYPE-B,40,3,ANNUAL,181133,CANCELLED
A03377,43,100000,,,,6,TYPE-B,76,3,ANNUAL,475722,INFORCE
A03378,42,100000,M,M,279996,1,TYPE-B,53,3,ANNUAL,870344,INFORCE
A03379,18,120000,M,M,300000,1,TYPE-B,77,3,MONTHLY,183611,INFORCE
A03380,37,150000,M,F,,4,TYPE-B,58,3,SEMI-ANNUAL,804766,INFORCE
A03381,18,120000,M,M,300000,1,TYPE-B,77,2,MONTHLY,183611,INFORCE
A03382,34,150000,M,F,,6,TYPE-B,61,2,ANNUAL,563644,INFORCE
A03383,22,100000,M,M,999996,1,TYPE-B,35,2,ANNUAL,879833,CANCELLED
A03384,30,200000,M,F,480000,1,TYPE-B,65,3,SEMI-ANNUAL,504500,CANCELLED
A03385,12,100000,M,M,324996,1,TYPE-B,33,2,SEMI-ANNUAL,544766,INFORCE
A03386,29,100000,M,M,,6,TYPE-B,66,3,ANNUAL,824300,CANCELLED
A03387,25,100000,M,M,,6,TYPE-B,70,3,ANNUAL,871988,INFORCE
A03388,12,100000,M,F,293316,1,TYPE-B,47,3,ANNUAL,758777,INFORCE
A03389,22,100000,M,M,,6,TYPE-B,72,2,ANNUAL,637600,INFORCE
A03390,12,100001,M,M,1200000,1,TYPE-B,36,2,ANNUAL,372899,CANCELLED
A03391,27,100000,M,F,500004,1,TYPE-B,53,2,ANNUAL,484633,INFORCE
A03392,38,100000,M,M,3799992,1,TYPE-B,56,1,ANNUAL,41899,INFORCE
A03393,24,100000,,,,1,TYPE-B,81,2,SEMI-ANNUAL,693255,INFORCE
A03394,50,100050,M,M,500004,1,TYPE-B,44,3,ANNUAL,850544,INFORCE
A03395,17,200000,S,M,699996,1,TYPE-B,25,0,ANNUAL,739199,CANCELLED
A03396,33,100000,M,M,1149000,1,TYPE-B,62,3,ANNUAL,641711,INFORCE
A03397,9,100000,M,M,180000,1,TYPE-B,38,1,ANNUAL,550177,INFORCE
A03398,27,100000,M,F,399996,1,TYPE-B,58,2,ANNUAL,547211,INFORCE
A03399,53,100000,M,M,1200000,1,TYPE-B,41,1,ANNUAL,256844,INFORCE
A03400,27,100000,S,M,500004,1,TYPE-B,22,0,ANNUAL,873622,CANCELLED
A03401,22,100000,M,M,249996,1,TYPE-B,35,2,ANNUAL,740800,INFORCE
A03402,27,150001.2,M,F,800004,1,TYPE-B,33,1,MONTHLY,467499,CANCELLED
A03403,27,100000,M,M,399996,1,TYPE-B,39,3,ANNUAL,824966,CANCELLED
A03404,22,100000,M,M,499992,1,TYPE-B,45,3,SEMI-ANNUAL,629933,INFORCE
A03405,46,100000,M,M,999996,1,TYPE-B,49,1,ANNUAL,882822,INFORCE
A03406,37,100000,M,F,500004,1,TYPE-B,58,3,ANNUAL,764655,CANCELLED
A03407,27,500000,S,M,1100004,1,TYPE-B,27,0,ANNUAL,834211,INFORCE
A03408,62,100000,M,M,999996,1,TYPE-B,33,3,ANNUAL,739300,CANCELLED
A03409,22,100000,M,F,,6,TYPE-B,73,3,ANNUAL,343333,CANCELLED
A03410,12,100000,M,M,399996,5,TYPE-B,28,3,ANNUAL,810444,INFORCE
A03411,27,100000,S,F,1700004,1,TYPE-B,27,0,ANNUAL,285911,INFORCE
A03412,27,199999,M,M,900000,1,TYPE-B,40,1,ANNUAL,924733,CANCELLED
A03413,27,150001.2,,,,6,TYPE-B,58,0,MONTHLY,702966,CANCELLED
A03414,27,150001.2,,,,1,TYPE-B,58,0,MONTHLY,702966,CANCELLED
A03415,12,200000,M,M,999996,1,TYPE-B,55,2,ANNUAL,413311,INFORCE
A03416,55,100000,M,F,,4,TYPE-B,39,3,SEMI-ANNUAL,193566,INFORCE
A03417,27,100000,,,,1,TYPE-B,74,0,ANNUAL,934444,INFORCE
A03418,27,100000,M,M,500004,1,TYPE-B,39,2,ANNUAL,873622,CANCELLED
A03419,27,100000,,,,1,TYPE-B,45,0,ANNUAL,750455,CANCELLED
A03420,27,150000,M,M,399996,1,TYPE-B,34,2,ANNUAL,719855,INFORCE
A03421,42,250000,M,M,999996,1,TYPE-B,53,1,ANNUAL,834266,INFORCE
A03422,31,100000,M,M,,6,TYPE-B,64,3,ANNUAL,928866,INFORCE
A03423,24,200000,M,M,,6,TYPE-B,71,1,SEMI-ANNUAL,343477,CANCELLED
A03424,27,120000.96,M,M,534996,1,TYPE-B,51,2,MONTHLY,582822,INFORCE
A03425,27,750000,M,M,999996,1,TYPE-B,48,2,ANNUAL,811344,CANCELLED
A03426,22,100000,M,M,399996,1,TYPE-B,34,3,ANNUAL,707311,INFORCE
A03427,27,100000,M,M,500004,1,TYPE-B,43,1,SEMI-ANNUAL,875144,CANCELLED
A03428,27,100000,S,M,349992,1,TYPE-B,20,0,ANNUAL,828633,INFORCE
A03429,27,100000,,,,1,TYPE-B,45,0,ANNUAL,881811,INFORCE
A03430,27,100000,,,,1,TYPE-B,45,0,ANNUAL,881811,INFORCE
A03431,27,100000,M,M,399996,1,TYPE-B,47,2,ANNUAL,418455,INFORCE
A03432,23,100000,,,,6,TYPE-B,80,3,SEMI-ANNUAL,270777,INFORCE
A03433,17,100000,M,M,600000,1,TYPE-B,28,1,SEMI-ANNUAL,7822,CANCELLED
A03434,27,100000,M,M,399996,1,TYPE-B,27,1,SEMI-ANNUAL,686733,CANCELLED
A03435,12,100000,,,,1,TYPE-B,11,2,ANNUAL,860433,INFORCE
A03436,31,100000,W,M,249996,1,TYPE-B,64,0,ANNUAL,182711,INFORCE
A03437,44,300000,M,M,120000,1,TYPE-B,51,1,SEMI-ANNUAL,936877,CANCELLED
A03438,30,100000,M,M,349992,1,TYPE-B,64,2,ANNUAL,854233,INFORCE
A03439,42,800000,M,M,120000,1,TYPE-B,53,2,SEMI-ANNUAL,629933,INFORCE
A03440,12,300000,M,M,6000000,1,TYPE-B,58,3,ANNUAL,685088,INFORCE
A03441,12,100000,,,,1,TYPE-B,53,0,ANNUAL,629933,INFORCE
A03442,34,300001,M,M,,6,TYPE-B,61,3,ANNUAL,563644,INFORCE
A03443,12,100000,,,,1,TYPE-B,55,0,ANNUAL,538877,INFORCE
A03444,27,100000,M,F,249996,1,TYPE-B,44,3,ANNUAL,687955,CANCELLED
A03445,27,105000,M,M,399996,1,TYPE-B,33,1,ANNUAL,833999,INFORCE
A03446,12,100000,M,M,800004,1,TYPE-B,48,3,ANNUAL,863600,INFORCE
A03447,44,100000,M,M,500004,1,TYPE-B,51,2,ANNUAL,924788,INFORCE
A03448,22,100000,M,M,350004,1,TYPE-B,28,1,ANNUAL,697488,INFORCE
A03449,49,100000,M,M,399996,1,TYPE-B,45,2,ANNUAL,815399,INFORCE
A03450,17,100000,M,M,800004,1,TYPE-B,48,2,ANNUAL,863600,INFORCE
A03451,22,100000,M,M,350004,1,TYPE-B,28,3,SEMI-ANNUAL,868155,INFORCE
A03452,27,100000,M,M,350004,1,TYPE-B,25,1,ANNUAL,865022,INFORCE
A03453,30,100000,M,F,,6,TYPE-B,64,2,ANNUAL,640388,CANCELLED
A03454,22,100000,M,F,999996,1,TYPE-B,46,1,ANNUAL,912022,CANCELLED
A03455,24,100000,M,M,247992,1,TYPE-B,70,3,ANNUAL,458977,INFORCE
A03456,54,100000,S,M,399996,1,TYPE-B,40,0,SEMI-ANNUAL,660133,INFORCE
A03457,12,101000,S,M,999996,1,TYPE-B,34,0,ANNUAL,902444,INFORCE
A03458,27,150001.2,S,M,399996,1,TYPE-B,21,0,MONTHLY,702966,CANCELLED
A03459,27,100000,,,,1,TYPE-B,57,0,ANNUAL,873622,CANCELLED
A03460,47,100000,M,M,849996,1,TYPE-B,48,2,ANNUAL,739244,INFORCE
A03461,38,100000,M,M,650004,1,TYPE-B,56,2,QUARTERLY,699500,CANCELLED
A03462,12,100000,M,M,450000,1,TYPE-B,37,1,SEMI-ANNUAL,708433,INFORCE
A03463,27,100000,M,M,300000,1,TYPE-B,51,2,ANNUAL,873622,INFORCE
A03464,63,100004.62,S,M,800004,1,TYPE-B,25,0,ANNUAL,827422,INFORCE
A03465,44,300000,M,M,999996,1,TYPE-B,51,2,ANNUAL,869055,CANCELLED
A03466,17,100000,S,M,300000,1,TYPE-B,25,0,QUARTERLY,752299,INFORCE
A03467,27,200000,M,M,450000,5,TYPE-B,40,1,ANNUAL,483677,CANCELLED
A03468,12,500000,M,M,999996,1,TYPE-B,63,2,SEMI-ANNUAL,872033,INFORCE
A03469,47,100000,M,F,999996,1,TYPE-B,47,2,ANNUAL,739255,CANCELLED
A03470,27,100000,M,M,1200000,1,TYPE-B,30,3,ANNUAL,144844,CANCELLED
A03471,37,120000,M,M,1500000,1,TYPE-B,58,3,ANNUAL,144844,CANCELLED
A03472,27,100001,M,M,699996,1,TYPE-B,26,1,ANNUAL,456444,CANCELLED
A03473,23,160000,M,M,1500000,1,TYPE-B,72,3,ANNUAL,144844,CANCELLED
A03474,57,150000,M,F,279996,1,TYPE-B,37,2,ANNUAL,355588,INFORCE
A03475,27,100000,M,M,450000,1,TYPE-B,38,1,ANNUAL,911977,CANCELLED
A03476,12,150000,,,,1,TYPE-B,47,2,ANNUAL,100733,INFORCE
A03477,12,100000,M,M,360000,1,TYPE-B,47,2,ANNUAL,846911,INFORCE
A03478,25,100000,M,M,800004,1,TYPE-B,70,3,ANNUAL,133288,CANCELLED
A03479,86,100000,,,,6,TYPE-B,63,0,SEMI-ANNUAL,693255,CANCELLED
A03480,55,100000,M,M,750000,1,TYPE-B,40,2,ANNUAL,938222,INFORCE
A03481,27,100004,M,F,600000,1,TYPE-B,28,3,ANNUAL,345733,INFORCE
A03482,44,141206,M,M,484992,1,TYPE-B,50,3,ANNUAL,739211,INFORCE
A03483,46,100004,M,M,480000,1,TYPE-B,48,2,ANNUAL,345733,INFORCE
A03484,12,100000,S,M,799992,1,TYPE-B,30,0,ANNUAL,553344,INFORCE
A03485,45,100000,M,M,500004,1,TYPE-B,50,1,SEMI-ANNUAL,825700,CANCELLED
A03486,32,200000,M,F,750000,1,TYPE-B,62,2,ANNUAL,880366,INFORCE
A03487,12,100000,M,M,500004,1,TYPE-B,56,3,SEMI-ANNUAL,654311,INFORCE
A03488,22,100000,M,M,1200000,1,TYPE-B,42,3,QUARTERLY,663966,CANCELLED
A03489,27,100000,M,M,500004,1,TYPE-B,30,1,ANNUAL,714933,CANCELLED
A03490,22,100000,M,F,399996,1,TYPE-B,50,1,ANNUAL,629933,INFORCE
A03491,27,100000,M,F,500004,1,TYPE-B,44,2,ANNUAL,872033,CANCELLED
A03492,41,100000,S,F,399996,1,TYPE-B,54,0,ANNUAL,336422,INFORCE
A03493,12,100000,M,F,399996,1,TYPE-B,43,3,ANNUAL,570800,INFORCE
A03494,27,100000,M,M,600000,1,TYPE-B,45,3,ANNUAL,893822,INFORCE
A03495,12,100000,M,M,324996,1,TYPE-B,47,1,SEMI-ANNUAL,711644,INFORCE
A03496,12,100000,,,,1,TYPE-B,66,2,ANNUAL,773733,INFORCE
A03497,30,200004,M,F,200004,1,TYPE-B,64,1,MONTHLY,653800,INFORCE
A03498,27,100000,S,M,579996,1,TYPE-B,34,0,ANNUAL,873622,INFORCE
A03499,12,156001.2,M,M,498996,1,TYPE-B,54,1,MONTHLY,112866,INFORCE
A03500,25,100000,M,F,450000,1,TYPE-B,70,3,ANNUAL,893900,INFORCE
A03501,12,100000,M,M,1500000,1,TYPE-B,49,3,ANNUAL,234566,INFORCE
A03502,27,120000.96,,,,1,TYPE-B,39,2,MONTHLY,859711,CANCELLED
A03503,12,250000,M,M,600000,1,TYPE-B,43,3,SEMI-ANNUAL,145533,INFORCE
A03504,12,200000,M,M,350004,1,TYPE-B,40,3,ANNUAL,848811,CANCELLED
A03505,56,530000,M,M,999996,1,TYPE-B,39,3,ANNUAL,739122,CANCELLED
A03506,22,100000,M,M,350004,1,TYPE-B,30,1,ANNUAL,701044,INFORCE
A03507,27,120000.96,,,,1,TYPE-B,56,1,MONTHLY,309877,CANCELLED
A03508,36,250001,M,M,249996,1,TYPE-B,59,2,ANNUAL,704711,INFORCE
A03509,53,200000,M,M,600000,1,TYPE-B,41,1,SEMI-ANNUAL,183611,INFORCE
A03510,12,100000,M,M,500004,1,TYPE-B,46,2,SEMI-ANNUAL,902444,INFORCE
A03511,27,120000.96,W,F,600000,1,TYPE-B,56,0,MONTHLY,309877,INFORCE
A03512,74,100000,,,,NA,TYPE-B,48,0,SEMI-ANNUAL,439155,CANCELLED
A03513,41,300000,W,F,450000,1,TYPE-B,53,0,ANNUAL,637022,INFORCE
A03514,17,100000,,,,1,TYPE-B,58,0,ANNUAL,922411,INFORCE
A03515,42,100000,M,F,999996,1,TYPE-B,52,1,ANNUAL,944999,CANCELLED
A03516,43,100000,M,M,800004,1,TYPE-B,52,1,ANNUAL,739244,CANCELLED
A03517,69,100000,,,,1,TYPE-B,30,1,ANNUAL,662799,CANCELLED
A03518,12,100000,M,M,399996,1,TYPE-B,30,1,ANNUAL,735588,INFORCE
A03519,12,100000,,,,1,TYPE-B,53,0,ANNUAL,870344,INFORCE
A03520,27,100000,M,M,350004,1,TYPE-B,27,1,ANNUAL,446688,INFORCE
A03521,9,100000,S,M,450000,1,TYPE-B,29,0,ANNUAL,789022,INFORCE
A03522,27,150000,,,,NA,TYPE-B,52,0,ANNUAL,752755,INFORCE
A03523,55,100000,M,F,399996,1,TYPE-B,40,1,ANNUAL,89933,INFORCE
A03524,12,100000,S,F,500004,1,TYPE-B,29,0,ANNUAL,336422,CANCELLED
A03525,12,100000,S,F,500004,1,TYPE-B,60,0,ANNUAL,852477,INFORCE
A03526,12,3000024,M,M,9999996,1,TYPE-B,37,2,MONTHLY,874499,INFORCE
A03527,27,600000,S,M,2400000,1,TYPE-B,22,0,ANNUAL,921266,INFORCE
A03528,57,100000,M,F,499992,1,TYPE-B,38,3,ANNUAL,834022,INFORCE
A03529,49,150000,M,M,5000004,1,TYPE-B,46,2,ANNUAL,789277,INFORCE
A03530,22,100000,M,M,350004,1,TYPE-B,38,3,QUARTERLY,672211,INFORCE
A03531,12,150001,M,M,300000,1,TYPE-B,46,1,ANNUAL,160133,INFORCE
A03532,60,100000,M,M,1400004,1,TYPE-B,34,1,ANNUAL,98011,CANCELLED
A03533,69,150001.2,,,,1,TYPE-B,47,0,MONTHLY,702966,CANCELLED
A03534,17,100000,M,F,249996,1,TYPE-B,57,2,SEMI-ANNUAL,428277,INFORCE
A03535,17,100000,M,M,1200000,1,TYPE-B,40,1,ANNUAL,570811,INFORCE
A03536,41,150000,M,M,500004,1,TYPE-B,54,1,ANNUAL,828633,INFORCE
A03537,46,200000,M,M,275004,1,TYPE-B,49,2,ANNUAL,841455,INFORCE
A03538,12,100000,S,F,399996,1,TYPE-B,24,0,SEMI-ANNUAL,45400,INFORCE
A03539,12,100000,M,M,500004,1,TYPE-B,30,2,ANNUAL,902444,INFORCE
A03540,63,100000,W,F,,4,TYPE-B,29,0,SEMI-ANNUAL,711511,INFORCE
A03541,60,100000,M,M,500004,1,TYPE-B,35,1,ANNUAL,577222,INFORCE
A03542,27,100000,M,M,600000,1,TYPE-B,45,1,ANNUAL,873622,INFORCE
A03543,27,120000,M,M,350004,1,TYPE-B,34,3,ANNUAL,873622,INFORCE
A03544,12,200001.6,M,M,1500000,1,TYPE-B,49,2,MONTHLY,735488,INFORCE
A03545,44,100000,M,F,300000,1,TYPE-B,51,3,ANNUAL,870344,INFORCE
A03546,12,100000,M,M,339996,1,TYPE-B,27,3,ANNUAL,364999,INFORCE
A03547,44,100000,M,F,600000,1,TYPE-B,50,2,ANNUAL,154699,INFORCE
A03548,44,200000,M,M,474996,1,TYPE-B,51,3,SEMI-ANNUAL,653800,INFORCE
A03549,12,100000,M,M,480000,1,TYPE-B,38,2,ANNUAL,763077,INFORCE
A03550,12,150000,M,M,199992,5,TYPE-B,54,3,ANNUAL,869588,CANCELLED
A03551,24,100000,M,M,399996,1,TYPE-B,70,2,ANNUAL,188777,INFORCE
A03552,28,100000,M,M,5000004,1,TYPE-B,67,2,ANNUAL,750866,CANCELLED
A03553,44,300000,M,M,999996,1,TYPE-B,51,1,ANNUAL,734233,CANCELLED
A03554,62,275000,S,F,1099992,1,TYPE-B,33,0,ANNUAL,832200,CANCELLED
A03555,17,100000,M,M,240000,1,TYPE-B,54,1,ANNUAL,627677,INFORCE
A03556,27,100000,M,F,324996,1,TYPE-B,43,2,ANNUAL,304122,INFORCE
A03557,27,100000,M,M,350004,1,TYPE-B,50,3,ANNUAL,196155,CANCELLED
A03558,67,100000,M,F,699996,1,TYPE-B,25,1,ANNUAL,456722,INFORCE
A03559,22,100000,M,F,300000,1,TYPE-B,46,2,ANNUAL,854688,CANCELLED
A03560,17,101000,M,M,900000,1,TYPE-B,78,3,ANNUAL,949988,INFORCE
A03561,27,100000,M,M,249996,1,TYPE-B,47,2,ANNUAL,855000,INFORCE
A03562,17,251000,M,M,800004,1,TYPE-B,51,2,ANNUAL,625177,INFORCE
A03563,55,100000,M,M,750000,1,TYPE-B,40,2,ANNUAL,834022,INFORCE
A03564,57,200000,M,M,800004,1,TYPE-B,38,3,QUARTERLY,238722,CANCELLED
A03565,57,200000,M,M,800004,1,TYPE-B,38,1,QUARTERLY,238722,CANCELLED
A03566,27,500000,M,M,799992,1,TYPE-B,42,2,ANNUAL,828633,CANCELLED
A03567,12,300000,S,F,450000,1,TYPE-B,42,0,QUARTERLY,734211,INFORCE
A03568,12,100000,M,M,399996,1,TYPE-B,58,1,ANNUAL,138377,INFORCE
A03569,12,100000,M,M,300000,1,TYPE-B,42,2,ANNUAL,176411,CANCELLED
A03570,59,200000,M,M,799992,1,TYPE-B,36,3,ANNUAL,98011,CANCELLED
A03571,57,200000,M,M,799992,1,TYPE-B,38,1,QUARTERLY,238722,CANCELLED
A03572,48,734499,M,F,999996,1,TYPE-B,47,3,ANNUAL,739255,CANCELLED
A03573,18,100000,M,F,,4,TYPE-B,77,2,ANNUAL,20911,INFORCE
A03574,51,100000,S,F,300000,1,TYPE-B,44,0,ANNUAL,928077,CANCELLED
A03575,52,100000,S,F,300000,1,TYPE-B,43,0,ANNUAL,928077,CANCELLED
